Tarih,Ay,Saat,PTF,SMF,Poz_DF,Neg_DF,KGUP,URETIM,Dengesizlik,GOP_Geliri,Dengesizlik_Tutarı,Net_Gelir,Dengesizlik_Maliyeti,Birim_DM
2024-01-05,1,13:00,2015.0,560.0,543.1999999999999,2075.4500000000003,18.09,39.0,20.91,36451.35,11358.311999999998,47809.662,30775.338000000003,789.1112307692308
2024-01-05,1,14:00,2448.0,1200.0,1164.0,2521.44,13.75,28.0,14.25,33660.0,16587.0,50247.0,18297.0,653.4642857142857
2024-01-05,1,15:00,2399.99,1111.0,1077.67,2471.9896999999996,9.97,16.0,6.029999999999999,23927.9003,6498.3501,30426.2504,7973.589599999996,498.34934999999973
2024-01-05,1,16:00,2625.0,1306.0,1266.82,2703.75,7.7,11.0,3.3,20212.5,4180.505999999999,24393.006,4481.993999999999,407.4539999999999
2024-01-05,1,17:00,2700.0,1900.0,1843.0,2781.0,7.01,5.0,-2.01,18927.0,-5589.8099999999995,13337.19,162.8099999999995,32.5619999999999
2024-01-05,1,18:00,2700.0,2100.0,2037.0,2781.0,5.57,6.0,0.4299999999999997,15039.0,875.9099999999994,15914.91,285.09000000000015,47.51500000000002
2024-01-05,1,19:00,2689.0,2100.0,2037.0,2769.67,3.45,9.0,5.55,9277.050000000001,11305.35,20582.4,3618.5999999999985,402.0666666666665
2024-01-05,1,20:00,2649.0,2100.0,2037.0,2728.4700000000003,2.23,3.0,0.77,5907.2699999999995,1568.49,7475.759999999999,471.2400000000007,157.08000000000024
2024-01-05,1,21:00,2452.0,1851.0,1795.47,2525.56,1.93,2.0,0.07000000000000006,4732.36,125.68290000000012,4858.0428999999995,45.95710000000054,22.97855000000027
2024-01-05,1,22:00,2294.01,1794.01,1740.1897,2362.8303,2.07,0.0,-2.07,4748.6007,-4891.058720999999,-142.45802099999946,142.45802099999946,0.0
2024-01-05,1,23:00,2288.01,1851.0,1795.47,2356.6503000000002,2.28,0.0,-2.28,5216.6628,-5373.162684,-156.49988399999984,156.49988399999984,0.0
2024-01-06,1,00:00,2295.0,1751.0,1698.47,2363.85,1.88,1.0,-0.8799999999999999,4314.599999999999,-2080.1879999999996,2234.412,60.58800000000019,60.58800000000019
2024-01-06,1,01:00,2247.99,1800.0,1746.0,2315.4296999999997,2.28,6.0,3.72,5125.417199999999,6495.12,11620.537199999999,1867.4027999999998,311.2338
2024-01-06,1,02:00,2295.32,2295.32,2226.4604,2364.1796000000004,3.5,7.0,3.5,8033.620000000001,7792.6114,15826.2314,241.00860000000102,34.42980000000015
2024-01-06,1,03:00,2149.98,2149.98,2085.4806,2214.4794,5.26,7.0,1.7400000000000002,11308.8948,3628.736244,14937.631044,112.22895600000084,16.03270800000012
2024-01-06,1,04:00,2015.0,1616.0,1567.52,2075.4500000000003,7.67,10.0,2.33,15455.05,3652.3216,19107.3716,1042.6284000000014,104.26284000000014
2024-01-06,1,05:00,2049.0,2044.0,1982.6799999999998,2110.4700000000003,10.84,12.0,1.1600000000000001,22211.16,2299.9088,24511.0688,76.93119999999908,6.410933333333257
2024-01-06,1,06:00,2239.99,2239.98,2172.7806,2307.1897,14.91,15.0,0.08999999999999986,33398.2509,195.55025399999968,33593.801154,6.048845999997866,0.40325639999985774
2024-01-06,1,07:00,2400.01,1900.01,1843.0096999999998,2472.0103000000004,18.93,14.0,-4.93,45432.189300000005,-12187.010779000002,33245.178521,354.9614789999978,25.3543913571427
2024-01-06,1,08:00,2700.0,2100.0,2037.0,2781.0,22.36,21.0,-1.3599999999999994,60372.0,-3782.1599999999985,56589.840000000004,110.15999999999622,5.245714285714105
2024-01-06,1,09:00,2700.0,2100.0,2037.0,2781.0,25.33,23.0,-2.3299999999999983,68391.0,-6479.729999999995,61911.270000000004,188.72999999999593,8.205652173912867
